sector,week_52_low,pc,symbol,bse_price,pb,nse_price,week_52_high,pe,book_value,industry_pe
PHARMACEUTICALS,165.00,-,FDC,224.80,,225.45,274.35,-,59.04,29.05
COMPUTERS - SOFTWARE MEDIUM & SMALL,,-,FCSSOFT,0.30,,0.30,0.60,-,2.32,18.27
BANKS - PRIVATE SECTOR,41.35,-,FEDERALBNK,75.30,,75.40,76.65,-,46.87,22.60
TEXTILES - MANMADE,32.75,-,FILATEX,74.25,,74.55,87.70,-,,17.38
AUTO ANCILLARIES,509.60,-,FIEMIND,1174.00,,1160.30,,-,208.47,29.13
CONSUMER GOODS - WHITE GOODS,58.15,-,FEDDERLOYD,74.50,,74.60,109.20,-,133.46,45.29
CHEMICALS,20.25,17.64,FCL,28.75,,28.95,38.00,18.20,8.13,39.10
RETAIL,15.70,0.88,FEL,16.20,,16.20,172.95,-,70.97,49.33
COMPUTERS - SOFTWARE,70.65,2.49,FINANTECH,81.30,,81.40,134.35,-,676.73,18.27
TEXTILES - GENERAL,2.05,-,FIRSTWIN,3.55,,3.00,3.35,-,19.07,23.40
PETROCHEMICALS,245.60,-,FINPIPE,455.70,,457.15,497.50,-,,23.47
PACKAGING,153.10,6.68,FLEXITUFF,190.05,,192.00,248.00,97.96,153.95,20.73
RETAIL,13.10,0.87,FELDVR,16.05,,16.00,144.20,-,70.97,49.33
RETAIL,66.70,-,FLFL,129.30,,130.75,142.40,-,,85.35
AUTO ANCILLARIES,273.60,-,FMGOETZE,483.45,,483.70,594.00,-,91.70,49.07
MISCELLANEOUS,12.60,,FMNL,28.95,,30.05,41.70,,,
HOSPITALS & MEDICAL SERVICES,141.00,56.53,FORTIS,174.10,,174.60,198.90,-,86.29,57.68
CHEMICALS,1065.10,-,FOSECOIND,1441.00,,1430.00,1580.00,-,,33.24
COMPUTERS - SOFTWARE MEDIUM & SMALL,26.75,7.99,FSL,41.15,,41.10,53.65,9.87,35.93,20.73
AUTO ANCILLARIES,75.00,-,GABRIEL,120.25,,120.65,126.40,-,,18.71
OIL DRILLING AND EXPLORATION,276.15,-,GAIL,402.25,,402.45,,-,279.05,15.46
STEEL - SPONGE IRON,26.35,-,GAL,114.50,,114.50,124.00,-,,11.83
STEEL - TUBES & PIPES,199.20,-,GANDHITUBE,315.00,,312.25,351.85,-,,11.75
EDIBLE OILS & SOLVENT EXTRACTION,35.25,-,GAEL,81.90,,81.75,93.50,-,66.24,16.77
CONSTRUCTION & CONTRACTING - CIVIL,3.80,1.29,GAMMNINFRA,4.73,,4.65,9.10,-,11.26,48.24
STEEL - SPONGE IRON,342.55,-,GALLISPAT,523.00,,526.30,663.00,-,99.26,8.27
TEXTILES - PROCESSING,106.65,-,GANECOS,208.20,,208.45,236.85,-,,13.29
ENGINEERING,,-,GEINDSYS,3.65,,3.00,15.10,-,12.35,24.53
COURIERS,94.50,15.37,GATI,134.20,,133.90,189.35,30.71,63.44,68.16
TEXTILES - WEAVING,20.80,-,GARDENSILK,30.10,,30.30,41.35,-,,16.97
TEXTILES - GENERAL,271.20,-,GARWALLROP,541.00,,542.80,,-,167.01,23.40
MISCELLANEOUS,205.80,14.27,GDL,249.60,,249.80,361.90,24.76,86.58,23.62
CONSTRUCTION & CONTRACTING - CIVIL,490.20,-,GAYAPROJ,692.15,,693.60,769.00,-,214.57,26.47
CHEMICALS,76.00,-,GEECEE,154.40,,154.85,219.70,-,156.60,40.05
FINANCE - GENERAL,28.05,17.16,GEOJITBNPP,38.10,,38.15,45.60,22.95,20.86,30.29
ELECTRICALS,30.50,-,GENUSPOWER,43.10,,42.55,62.45,-,,22.18
CONSTRUCTION & CONTRACTING - HOUSING,56.67,5.75,GANESHHOUC,75.45,,75.15,95.64,6.13,160.24,26.47
PAPER,3.20,-,GENUSPAPER,4.04,,4.00,6.30,-,,16.87
TELECOMMUNICATIONS - EQUIPMENT,1.05,-,GEMINI,1.90,,1.90,5.60,-,-32.06,9.70
COMPUTERS - SOFTWARE MEDIUM & SMALL,40.55,8.13,GENESYS,92.00,,92.60,98.70,-,5.73,18.27
POWER - TRANSMISSION & EQUIPMENT,,-,GEPIL,547.90,,542.95,703.20,-,138.10,17.16
CHEMICALS,95.35,-,GHCL,274.75,,275.10,,-,98.55,16.38
POWER - TRANSMISSION & EQUIPMENT,313.10,-,GET&D,344.00,,344.90,555.95,-,,17.16
FINANCE - HOUSING,181.00,-,GICHSGFIN,335.15,,335.15,,-,,28.33
PLANTATIONS - TEA & COFFEE,48.90,-,GILLANDERS,60.00,,60.00,80.70,-,,16.44
POWER - GENERATION & DISTRIBUTION,71.85,-,GIPCL,89.10,,89.35,98.80,-,130.57,12.82
PHARMACEUTICALS,2752.00,-,GLAXO,2872.20,,2868.35,3872.00,-,200.24,29.05
INFRASTRUCTURE - GENERAL,9.75,77.12,GMRINFRA,13.11,,13.15,18.55,-,13.27,48.24
MINING & MINERALS,52.30,-,GMDCLTD,87.40,,87.10,100.50,-,105.96,12.32
SHIPPING,116.00,8.11,GLOBOFFS,124.50,,124.10,704.90,-,188.70,9.31
BREWERIES & DISTILLERIES,360.08,-,GMBREW,661.30,,662.85,936.00,-,,42.57
BREWERIES & DISTILLERIES,50.60,-,GLOBUSSPR,111.95,,112.15,115.90,-,,42.57
FASTENERS,470.00,-,GKWLIMITED,,,570.95,885.00,-,170.41,21.50
PERSONAL CARE,1118.80,44.18,GODREJCP,1644.25,,1643.90,1715.00,48.09,149.67,52.07
CIGARETTES,611.00,-,GODFRYPHLP,1317.90,,1320.70,1662.80,-,274.11,29.88
PETROCHEMICALS,62.25,-,GOACARBON,112.55,,113.10,121.50,-,79.74,25.64
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,30.10,3.61,GITANJALI,66.15,,66.25,68.70,4.43,398.11,25.22
MISCELLANEOUS,62.15,-,GLOBALVECT,75.00,,74.40,148.80,-,,11.97
CHEMICALS,118.00,-,GOCLCORP,315.00,,314.75,330.00,-,71.26,38.41
PERSONAL CARE,290.00,25.58,GODREJIND,444.60,,444.80,451.00,32.93,103.59,52.07
CONSTRUCTION & CONTRACTING - REAL ESTATE,265.65,32.70,GODREJPROP,354.50,,353.65,385.90,34.93,100.21,26.47
EDIBLE OILS & SOLVENT EXTRACTION,9.55,-,GOKUL,13.79,,13.50,25.80,-,21.00,16.77
TEXTILES - READYMADE APPARELS,40.60,-,GOKEX,81.15,,81.10,132.40,-,61.83,36.43
CHEMICALS,2.00,-,GOKULAGRO,17.60,,16.65,20.80,-,,16.77
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,0.75,0.47,GOENKA,0.83,,0.80,2.40,-,8.71,25.22
BANKS - PRIVATE SECTOR,2260.55,-,GOLDBEES,2817.00,,2815.40,2918.80,-,,-
CIGARETTES,32.20,-,GOLDENTOBC,41.80,,42.10,56.70,-,-123.89,29.88
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,38.00,,GOLDIAM,72.60,,72.25,93.70,,,
TELECOMMUNICATIONS - SERVICE,13.65,7.28,GOLDINFRA,22.00,,21.95,24.80,-,23.89,9.70
FINANCE - INVESTMENTS,232.70,-,GOLDIWIN,288.21,,289.75,329.00,-,,-
BANKS - PUBLIC SECTOR,2263.00,,GOLDSHARE,2828.92,,2816.30,2898.50,,,
STEEL - TUBES & PIPES,75.00,-,GOODLUCK,113.70,,113.60,134.30,-,,11.75
STEEL - SPONGE IRON,48.00,12.61,GPIL,61.30,,60.70,80.70,-,251.87,21.13
SHIPPING,136.35,-,GPPL,179.05,,179.15,212.50,-,,34.81
PHARMACEUTICALS,101.40,13.38,GRANULES,119.90,,119.70,164.40,19.98,29.42,29.05
COMPUTERS - SOFTWARE MEDIUM & SMALL,3.80,4.11,GOLDTECH,7.20,,6.90,10.35,-,35.97,18.27
ELECTRODES & GRAPHITE,64.55,-,GRAPHITE,74.80,,75.00,88.50,-,89.63,17.76
CONSTRUCTION & CONTRACTING - CIVIL,201.50,12.59,GPTINFRA,288.60,,288.00,307.00,29.36,114.63,37.13
DIVERSIFIED,3233.00,10.02,GRASIM,4912.10,,4917.30,5361.05,17.21,2760.67,16.44
MISCELLANEOUS,15.10,16.44,GRAVITA,33.20,,32.65,37.95,31.92,17.41,15.81
ENGINES,114.10,-,GREAVESCOT,129.00,,128.85,162.60,-,35.04,30.15
MISCELLANEOUS,362.00,-,GREENLAM,750.00,,755.00,802.95,-,,51.93
POWER - GENERATION & DISTRIBUTION,9.10,-,GREENPOWER,9.68,,9.65,18.50,-,10.04,12.82
COMPUTERS - SOFTWARE MEDIUM & SMALL,1.20,,GREENFIRE,1.65,,1.65,3.15,,,
PLANTATIONS - TEA & COFFEE,10.00,-,GROBTEA,,,261.00,609.40,-,,-
FINANCE - HOUSING,226.10,-,GRUH,341.25,,341.30,350.50,-,,28.33
MISCELLANEOUS,151.05,-,GREENPLY,269.85,,272.30,297.50,-,49.38,31.71
FERTILISERS,57.50,-,GSFC,86.30,,86.25,,-,,14.09
ABRASIVES,286.30,25.11,GRINDWELL,340.00,,339.85,414.75,34.87,60.85,38.41
COMPUTERS - SOFTWARE MEDIUM & SMALL,20.20,9.53,GSS,28.20,,28.85,44.30,12.94,101.65,18.27
OIL DRILLING AND EXPLORATION,115.10,-,GSPL,157.25,,157.55,160.90,-,70.92,25.64
TELECOMMUNICATIONS - EQUIPMENT,10.60,-,GTL,23.15,,23.05,,-,-233.12,9.70
TEXTILES - SPINNING - COTTON BLENDED,8.10,-,GTNIND,14.33,,14.15,24.75,-,,12.93
RUBBER,855.00,-,GRPLTD,1550.00,,1546.55,1680.00,-,892.92,20.21
TELECOMMUNICATIONS - EQUIPMENT,1.65,-,GTLINFRA,5.46,,5.35,,-,8.96,9.70
CHEMICALS,143.30,-,GUJALKALI,315.00,,311.55,340.00,-,,16.38
SHIPPING,28.05,-,GTOFFSHORE,31.25,,31.30,59.60,-,24.99,9.31
TEXTILES - GENERAL,7.90,-,GTNTEX,12.45,,12.60,17.65,-,,23.40
FOOD PROCESSING,5405.00,-,GSKCONS,6211.55,,6180.05,6800.00,-,,60.29
CHEMICALS,400.00,8.49,GUJFLUORO,537.40,,539.30,710.00,16.06,404.27,33.24
PHARMACEUTICALS,32.10,-,GUFICBIO,37.45,,37.35,64.90,-,,29.05
ENGINEERING - HEAVY,111.00,-,GUJAPOLLO,122.60,,125.00,149.00,-,312.35,25.50
LUBRICANTS,42.00,-,GULFPETRO,85.15,,85.80,92.00,-,,12.77
OIL DRILLING AND EXPLORATION,453.20,-,GUJGASLTD,580.85,,579.10,682.80,23.74,,31.86
LUBRICANTS,447.40,-,GULFOILLUB,765.90,,767.30,777.65,-,,38.41
MISCELLANEOUS,2.45,-,GUJNRECOKE,3.80,,3.85,4.55,-,6.37,12.32
MEDIA & ENTERTAINMENT,23.95,-,HATHWAY,30.45,,30.45,49.25,-,12.61,41.34
PLANTATIONS - TEA & COFFEE,39.60,-,HARRMALAYA,73.00,,72.85,93.60,-,54.95,21.07
AUTO ANCILLARIES,219.00,-,HARITASEAT,550.00,,549.25,675.30,-,124.18,25.42
POWER - GENERATION & DISTRIBUTION,4.10,-,GVKPIL,6.66,,6.65,9.80,-,8.59,12.82
CHEMICALS,273.05,-,GULPOLY,360.20,,363.85,487.00,-,,39.10
FOOD PROCESSING,271.40,-,HATSUN,339.15,,340.05,404.40,-,,60.29
ELECTRIC EQUIPMENT,28.50,-,HBLPOWER,31.95,,32.00,52.20,-,22.98,50.69
ELECTRIC EQUIPMENT,235.30,-,HAVELLS,451.05,,452.30,,-,40.92,50.69
CONSTRUCTION & CONTRACTING - CIVIL,16.55,-,HCC,36.10,,36.15,41.90,-,9.02,26.47
MISCELLANEOUS,4.55,-,HANUNG,5.20,,5.40,12.55,-,-336.52,16.44
FINANCE - HOUSING,1011.45,20.76,HDFC,1429.45,,1432.40,1464.00,21.00,320.83,28.33
COMPUTERS - SOFTWARE,706.40,-,HCLTECH,817.95,,818.15,889.90,-,193.45,18.27
COMPUTERS - HARDWARE,30.15,-,HCL-INSYS,45.40,,45.40,66.85,-,45.22,25.22
MISCELLANEOUS,1.70,-,GUJNREDVR,2.79,,2.80,3.45,-,6.37,12.32
BANKS - PRIVATE SECTOR,928.00,-,HDFCBANK,1289.55,,1289.55,1318.45,-,291.90,22.60
FINANCE - INVESTMENTS,2267.00,-,HDFCMFGETF,2892.60,,2917.85,2948.00,-,,-
HOSPITALS & MEDICAL SERVICES,167.00,-,HCG,220.65,,220.25,227.95,-,,57.68
FINANCE - GENERAL,683.18,-,HDFCNIFETF,,,885.87,1028.90,-,,-
FINANCE - LEASING & HIRE PURCHASE,6.00,-,HBSTOCK,12.00,,11.55,13.30,-,56.73,30.29
FINANCE - GENERAL,2.00,-,HDFCSENETF,2911.20,,2815.00,3388.00,-,,-
CONSTRUCTION & CONTRACTING - REAL ESTATE,55.65,14.25,HDIL,83.20,,83.25,108.70,14.57,257.20,26.47
ELECTRODES & GRAPHITE,115.00,-,HEG,179.25,,179.45,203.20,-,249.46,17.76
CEMENT - MAJOR,59.65,-,HEIDELBERG,134.70,,133.85,144.90,-,,55.34
ENGINEERING,127.10,-,HERCULES,165.75,,166.20,197.40,-,,24.53
PHARMACEUTICALS,363.00,-,HESTERBIO,739.05,,742.15,825.00,-,118.39,29.05
AUTO - 2 & 3 WHEELERS,2377.15,-,HEROMOTOCO,3531.55,,3534.35,3740.00,-,398.25,23.71
CASTINGS & FORGINGS,12.60,-,HILTON,15.45,,14.85,24.50,-,,35.35
TELECOMMUNICATIONS - EQUIPMENT,14.10,-,HFCL,15.07,,15.10,24.65,-,8.04,9.70
PHARMACEUTICALS,110.50,-,HIKAL,222.10,,222.25,,-,55.74,29.05
FINANCE - INVESTMENTS,12.60,-,HEXATRADEX,17.05,,17.60,21.90,-,39.90,28.61
COMPUTERS - SOFTWARE,183.10,13.08,HEXAWARE,192.20,,192.30,273.60,14.68,55.78,18.27
AUTO ANCILLARIES,783.00,-,HINDCOMPOS,1717.00,,1713.45,2119.00,-,,19.79
ALUMINIUM,58.80,-,HINDALCO,154.55,,154.25,164.70,-,186.01,30.37
CEMENT - PRODUCTS & BUILDING MATERIALS,421.00,-,HIL,638.80,,639.55,774.90,-,,37.13
AUTO - CARS & JEEPS,4.55,-,HINDMOTORS,6.64,,6.65,8.70,-,-4.83,33.76
ENGINEERING,9.00,-,HINDDORROL,13.06,,12.90,21.00,-,-128.29,24.53
METALS - NON FERROUS,42.00,-,HINDCOPPER,59.40,,59.75,73.80,-,,83.43
COMPUTERS - SOFTWARE,363.10,4.06,HGS,535.05,,538.00,625.00,8.12,568.40,18.27
REFINERIES,211.70,-,HINDPETRO,434.25,,434.30,442.62,-,182.43,12.77
OIL DRILLING AND EXPLORATION,26.30,-,HINDOILEXP,58.70,,58.80,61.20,-,22.12,15.46
GLASS & GLASS PRODUCTS,60.05,-,HINDNATGLS,99.95,,99.80,155.75,-,25.79,42.11
PERSONAL CARE,766.40,-,HINDUNILVR,859.95,,860.40,954.00,-,18.35,52.07
COMPUTERS - SOFTWARE,361.05,5.63,HINDUJAVEN,462.00,,463.20,470.40,-,320.78,18.27
CASTINGS & FORGINGS,26.45,-,HINDUJAFO,33.15,,33.10,61.30,-,,20.47
METALS - NON FERROUS,135.80,-,HINDZINC,251.55,,251.95,262.50,-,,13.18
PLASTICS,91.40,12.59,HITECHPLAS,196.85,,197.95,221.40,31.85,64.38,37.15
AUTO - TRACTORS,34.25,-,HMT,37.70,,37.75,60.35,-,-32.76,40.62
MEDIA & ENTERTAINMENT,236.15,-,HMVL,289.25,,290.10,301.90,-,,19.41
FINANCE - INVESTMENTS,1732.50,-,HNGSNGBEES,1970.00,,2075.00,2447.90,-,,-
ELECTRIC EQUIPMENT,1081.00,-,HONDAPOWER,1377.50,,1388.65,1480.00,-,,36.31
AUTO ANCILLARIES,221.60,-,HITECHGEAR,367.90,,365.95,399.00,-,,49.82
CHEMICALS,11.80,-,HOCL,18.80,,18.80,22.80,-,-156.64,21.83
HOTELS,16.55,-,HOTELEELA,17.75,,17.80,24.10,-,-3.75,48.66
CERAMICS & GRANITE,223.60,-,HSIL,347.35,,349.10,369.70,-,190.60,39.35
CHEMICALS,12.45,-,HSCL,43.55,,43.80,,-,20.24,39.10
CONSTRUCTION & CONTRACTING - REAL ESTATE,42.10,13.87,IBREALEST,93.35,,93.35,105.20,14.27,149.28,26.47
COMPUTERS - SOFTWARE MEDIUM & SMALL,68.00,2.52,HOVS,110.00,,110.55,131.80,-,269.26,20.73
HOTELS,3.50,-,HOTELRUGBY,5.43,,5.35,8.70,-,6.60,48.66
TELECOMMUNICATIONS - EQUIPMENT,7701.00,-,HONAUT,9146.00,,9180.35,10162.90,-,,39.97
FINANCE - INVESTMENTS,13.05,8.99,IBVENTURES,27.60,,27.50,36.80,12.11,11.32,30.29
MEDIA & ENTERTAINMENT,73.00,7.48,HTMEDIA,85.15,,84.80,96.40,12.08,87.52,19.41
FINANCE - HOUSING,551.10,14.82,IBULHSGFIN,872.20,,873.45,,14.94,253.48,30.29
MISCELLANEOUS,7.80,2.21,IBWSL,24.15,,24.00,34.00,6.31,174.84,169.13
BANKS - PRIVATE SECTOR,180.75,-,ICICIBANK,258.20,,258.20,292.70,-,145.56,22.60
MISCELLANEOUS,3470.00,46.85,ICRA,4100.00,,4096.45,4550.00,52.60,476.24,65.18
TEXTILES - SPINNING - COTTON BLENDED,702.20,-,ICIL,717.00,,716.25,1254.00,-,142.04,12.93
COMPUTERS - SOFTWARE,2.00,-,ICSA,2.86,,2.90,4.70,-,139.89,18.27
FINANCE - INVESTMENTS,2326.00,-,IDBIGOLD,2881.01,,2890.10,3000.15,-,,-
BANKS - PUBLIC SECTOR,47.25,-,IDBI,72.05,,72.15,95.70,-,109.05,16.46
TELECOMMUNICATIONS - SERVICE,78.00,3.24,IDEA,81.15,,81.20,160.25,12.33,71.55,16.91
BANKS - PRIVATE SECTOR,10.00,-,IDFCBANK,78.65,,78.65,83.40,-,,22.60
FINANCE - TERM LENDING INSTITUTIONS,19.40,-,IFCI,27.00,,26.95,30.90,-,39.05,5.08
CONSUMER GOODS - WHITE GOODS,280.10,-,IFBIND,438.95,,440.30,559.95,-,,49.94
CEMENT - PRODUCTS & BUILDING MATERIALS,75.10,8.48,IFGLREFRAC,127.95,,128.25,154.40,12.06,111.72,93.77
OIL DRILLING AND EXPLORATION,453.40,-,IGL,836.90,,837.90,,-,,32.16
CHEMICALS,331.35,-,IFBAGRO,386.75,,386.30,518.00,-,,42.57
FINANCE - INVESTMENTS,56.20,-,IITL,71.00,,71.05,86.60,-,227.45,30.29
CONSTRUCTION & CONTRACTING - CIVIL,39.20,-,IL&FSENGG,54.20,,54.30,80.70,-,-8.42,26.47
CHEMICALS,75.20,-,IGPL,245.05,,247.75,,-,,13.08
ELECTRIC EQUIPMENT,375.00,-,IGARASHI,803.00,,802.25,,-,,50.69
CEMENT - MAJOR,63.90,-,INDIACEM,151.60,,151.50,156.40,-,103.28,55.34
HOTELS,86.40,252.50,INDHOTEL,131.30,,131.15,143.00,-,32.16,48.66
FINANCE - GENERAL,6.05,-,INDBANK,9.78,,9.75,12.25,-,,30.29
INFRASTRUCTURE - GENERAL,64.00,5.70,IL&FSTRANS,101.60,,101.55,109.30,10.73,192.03,30.37
MINING & MINERALS,98.10,-,IMFA,256.20,,256.35,,-,319.45,12.32
CHEMICALS,65.00,-,INDIAGLYCO,130.80,,130.30,139.70,-,82.17,4.67
BANKS - PUBLIC SECTOR,75.30,,INDIANB,224.50,,223.85,242.00,,,
FINANCE - GENERAL,163.50,14.30,IIFL,273.85,,273.85,311.80,16.05,92.09,30.29
MINING & MINERALS,1.00,-,IMPEXFERRO,1.27,,1.25,2.95,-,,30.81
TEXTILES - MACHINERY,162.10,-,INDIANCARD,221.90,,221.45,321.25,-,222.45,25.50
TRANSPORT & LOGISTICS,698.35,-,INDIGO,950.75,,950.80,1394.85,-,,11.97
CEMENT - PRODUCTS & BUILDING MATERIALS,270.00,-,INDIANHUME,715.00,,712.00,,-,,37.13
TRADING,650.20,-,IMPAL,834.45,,836.10,997.70,-,,28.61
AUTO ANCILLARIES,315.00,-,INDNIPPON,491.40,,489.30,499.85,-,204.16,60.28
MISCELLANEOUS,6.65,-,INDOSOLAR,7.33,,7.35,14.25,-,,-
FINANCE - GENERAL,18.30,-,INDOTHAI,23.35,,24.00,29.60,-,44.76,30.29
TEXTILES - SPINNING - SYNTHETIC BLENDED,24.40,-,INDORAMA,31.70,,31.45,42.20,-,37.69,9.71
POWER - GENERATION & DISTRIBUTION,3.35,4.62,INDOWIND,4.34,,4.30,6.30,48.22,19.27,12.82
HOSPITALS & MEDICAL SERVICES,46.50,-,INDRAMEDCO,52.70,,52.50,77.20,-,,57.68
BANKS - PRIVATE SECTOR,799.00,-,INDUSINDBK,1224.15,,1224.30,1256.05,-,,22.60
POWER - TRANSMISSION & EQUIPMENT,141.30,-,INDOTECH,196.00,,194.55,297.80,-,,17.16
MISCELLANEOUS,432.00,-,INFIBEAM,921.00,,921.60,1074.00,-,,"1,136.30"
PETROCHEMICALS,475.00,-,INEOSSTYRO,596.30,,593.75,842.00,-,,23.47
PHARMACEUTICALS,26.20,-,INDSWFTLAB,41.05,,40.85,56.20,-,56.19,29.05
TEXTILES - READYMADE APPARELS,102.00,-,INDTERRAIN,154.00,,154.10,185.00,-,,36.43
FINANCE - INVESTMENTS,225.00,-,INFRABEES,,,289.89,307.90,-,,-
TELECOMMUNICATIONS - EQUIPMENT,301.50,14.33,INFRATEL,369.20,,369.20,436.75,26.73,96.74,48.24
COMPUTERS - SOFTWARE,1009.10,15.89,INFY,1048.80,,1049.20,1279.30,17.34,251.77,18.27
POWER - GENERATION & DISTRIBUTION,163.00,-,INOXWIND,210.25,,210.40,411.40,-,,25.50
MEDIA & ENTERTAINMENT,170.75,16.37,INOXLEISUR,267.40,,267.00,293.40,33.42,61.28,41.34
COMPRESSORS,582.25,-,INGERRAND,746.25,,749.25,839.95,-,,43.41
REFINERIES,344.90,-,IOC,612.80,,612.65,,-,313.00,12.77
PRINTING & STATIONERY,3.45,38.46,INFOMEDIA,5.00,,5.00,8.90,-,1.86,19.41
COMPUTERS - SOFTWARE,178.00,5.38,INFINITE,231.90,,230.20,267.50,7.43,227.65,18.27
BANKS - PUBLIC SECTOR,20.85,-,IOB,26.05,,26.10,38.10,-,,16.46
COMPUTERS - SOFTWARE,154.60,466.79,INTELLECT,182.05,,182.30,302.45,-,61.25,18.27
TEXTILES - READYMADE APPARELS,1.70,-,INTEGRA,3.04,,2.50,3.15,-,,36.43
PESTICIDES & AGRO CHEMICALS,295.00,-,INSECTICID,493.50,,498.55,540.95,-,,40.05
FINANCE - INVESTMENTS,10.35,-,INVENTURE,16.95,,16.50,27.65,-,20.90,30.29
INFRASTRUCTURE - GENERAL,195.30,5.92,IRB,253.65,,252.95,272.00,13.68,137.35,26.47
PHARMACEUTICALS,404.00,-,IPCALAB,620.30,,620.35,808.00,-,180.97,29.05
PAPER,216.15,-,IPAPPM,299.00,,299.20,344.00,-,,16.87
MISCELLANEOUS,250.00,14.00,ISFT,423.10,,425.40,575.00,14.52,80.15,20.73
CHEMICALS,55.65,-,IOLCP,140.00,,139.65,156.80,-,,17.50
CONSTRUCTION & CONTRACTING - CIVIL,80.25,22.36,ITDCEM,142.85,,143.05,163.95,35.53,32.75,26.47
FINANCE - INVESTMENTS,12.95,7.24,IVC,14.92,,14.90,21.50,10.58,12.63,30.29
CONSTRUCTION & CONTRACTING - CIVIL,3.70,-,IVRCLINFRA,5.07,,5.00,12.00,-,-3.46,26.47
COMPUTERS - SOFTWARE MEDIUM & SMALL,35.10,4.51,IZMO,52.00,,51.90,87.00,36.11,143.64,18.27
BANKS - PRIVATE SECTOR,56.20,-,J&KBANK,88.15,,88.30,92.30,-,132.45,22.60
TELECOMMUNICATIONS - EQUIPMENT,22.60,-,ITI,27.55,,27.60,34.90,-,,9.70
STEEL - SPONGE IRON,4.80,-,JAIBALAJI,11.39,,11.45,15.45,-,-105.06,21.13
VANASPATI & OILS,70.00,-,IVP,122.05,,123.20,139.70,-,,16.77
MEDIA & ENTERTAINMENT,137.15,,JAGRAN,195.00,,194.60,213.00,,,
STEEL - GP & GC SHEETS,48.55,,JAICORPLTD,73.85,,73.70,94.40,,,
PHARMACEUTICALS,30.85,-,JAGSNPHARM,40.35,,40.25,62.90,-,,29.05
AUTO ANCILLARIES,105.53,13.24,JAMNAAUTO,218.25,,217.85,239.65,20.19,30.42,24.27
MEDIA & ENTERTAINMENT,3.80,-,JAINSTUDIO,5.01,,5.00,8.10,-,,41.34
AUTO ANCILLARIES,112.50,-,JAYBARMARU,216.40,,216.90,,-,,25.42
PHARMACEUTICALS,228.00,-,JBCHEPHARM,365.00,,365.10,396.20,-,128.95,29.05
CHEMICALS,101.00,10.95,JAYAGROGN,315.15,,314.90,358.40,14.96,162.84,39.10
PAINTS & VARNISHES,5.85,-,JENSONICOL,7.91,,8.00,14.15,-,,55.24
TEXTILES - MANMADE,150.00,10.51,JBFIND,227.65,,227.05,255.00,-,303.04,17.38
CASTINGS & FORGINGS,5.80,-,JAYNECOIND,7.14,,7.00,11.30,-,33.20,20.47
PLANTATIONS - TEA & COFFEE,62.40,-,JAYSREETEA,102.25,,102.65,121.35,-,138.07,21.07
TRANSPORT & LOGISTICS,322.50,-,JETAIRWAYS,487.15,,487.30,796.40,-,-477.87,11.97
AUTO ANCILLARIES,103.10,7.67,JBMA,211.45,,211.65,242.00,16.13,84.24,25.42
STEEL - SPONGE IRON,48.10,43.48,JINDALSTEL,83.05,,83.10,98.15,-,198.35,21.13
TEXTILES - SPINNING - COTTON BLENDED,5.60,-,JINDCOT,17.30,,17.15,24.45,-,2.67,23.40
STEEL - TUBES & PIPES,35.65,-,JINDALSAW,58.60,,57.95,73.50,-,114.01,11.75
CEMENT - MAJOR,253.95,-,JKLAKSHMI,494.10,,495.40,505.40,-,114.65,55.34
CEMENT - MAJOR,425.00,-,JKCEMENT,892.50,,894.60,,-,232.46,55.34
PLASTICS,46.80,11.83,JISLJALEQS,96.65,,96.65,101.40,36.20,50.80,61.40
PLASTICS,35.45,7.25,JISLDVREQS,59.20,,59.40,61.35,-,50.80,61.40
PAPER,40.15,-,JKPAPER,67.20,,67.25,68.30,-,59.72,16.87
