sector,week_52_low,pc,symbol,bse_price,pb,nse_price,week_52_high,pe,book_value,industry_pe
OIL DRILLING AND EXPLORATION,105.00,-,JINDRILL,169.45,,169.60,209.50,-,,15.46
TRADING,113.00,-,JINDWORLD,165.00,,172.55,184.00,-,105.94,23.40
AUTO ANCILLARIES,156.00,-,JMA,,,195.40,219.60,-,,-
TYRES,73.80,5.48,JKTYRE,155.05,,154.95,,7.89,77.09,11.67
PACKAGING,339.60,3.33,JINDALPOLY,414.95,,415.75,611.90,6.00,547.01,20.73
CONSTRUCTION & CONTRACTING - CIVIL,105.40,-,JKIL,189.45,,189.45,448.50,-,,26.47
AUTO ANCILLARIES,18.00,-,JMTAUTOLTD,28.60,,28.45,53.40,-,2.98,49.82
CONSTRUCTION & CONTRACTING - CIVIL,174.30,-,JMCPROJECT,238.75,,238.90,289.00,-,146.36,26.47
INFRASTRUCTURE - GENERAL,5.30,-,JPINFRATEC,8.94,,8.90,15.15,-,,26.47
INFRASTRUCTURE - GENERAL,5.30,-,JPASSOCIAT,10.95,,10.95,14.65,-,53.00,26.47
MISCELLANEOUS,133.00,-,JOCIL,,,236.45,248.00,-,,33.24
FINANCE - GENERAL,65.00,-,JPOLYINVST,94.00,,93.40,123.00,-,,30.29
STEEL - MEDIUM & SMALL,14.20,-,JSL,24.80,,24.85,61.40,-,-15.68,7.30
POWER - GENERATION & DISTRIBUTION,3.65,-,JPPOWER,4.16,,4.20,7.90,-,25.87,12.82
POWER - GENERATION & DISTRIBUTION,59.00,5.10,JSWENERGY,75.10,,75.20,96.10,8.41,52.05,12.82
STEEL - LARGE,856.10,11.56,JSWSTEEL,1784.50,,1783.60,1885.95,79.56,861.26,8.27
MISCELLANEOUS,887.35,-,JUBLFOOD,989.95,,993.80,1689.60,-,111.25,60.29
PHARMACEUTICALS,275.65,12.72,JUBILANT,647.80,,648.30,675.70,22.18,182.67,29.05
FINANCE - INVESTMENTS,920.00,-,JSWHL,1264.75,,1259.40,1396.00,-,,30.29
FINANCE - INVESTMENTS,168.00,-,JUNIORBEES,235.00,,237.99,,-,,-
MISCELLANEOUS,375.70,-,JUSTDIAL,438.15,,437.85,1077.90,-,95.33,65.18
VANASPATI & OILS,13.50,-,JVLAGRO,16.30,,16.25,27.85,-,31.81,16.77
PERSONAL CARE,252.10,34.40,JYOTHYLAB,361.20,,360.45,369.00,41.19,46.60,52.07
CERAMICS & GRANITE,392.75,17.39,KAJARIACER,698.15,,699.35,,22.52,116.06,39.35
CEMENT - MINI,99.55,-,KAKATCEM,396.50,,397.20,599.00,-,,55.34
ENGINEERING - HEAVY,71.20,-,KABRAEXTRU,119.55,,120.30,133.40,-,,25.50
ENGINEERING,94.20,,KALINDEE,113.75,,112.55,169.95,,,
POWER - TRANSMISSION & EQUIPMENT,160.00,-,KALPATPOWR,254.35,,253.95,286.00,-,151.54,17.16
HOTELS,28.10,-,KAMATHOTEL,35.25,,35.10,75.50,-,23.15,48.66
PAINTS & VARNISHES,236.00,-,KANSAINER,376.05,,374.55,384.95,-,42.60,55.24
CHEMICALS,45.65,-,KANORICHEM,66.65,,66.60,84.70,-,111.05,16.38
FINANCE - INVESTMENTS,6.15,-,KANANIIND,23.90,,23.55,31.90,-,4.92,25.22
MISCELLANEOUS,162.00,15.62,KDDL,228.00,,228.65,297.00,65.71,79.96,51.10
MISCELLANEOUS,688.00,45.38,KAYA,840.95,,837.10,1285.00,154.02,193.93,52.07
CONSTRUCTION & CONTRACTING - CIVIL,3.20,-,KAUSHALYA,5.17,,5.10,7.80,-,7.99,26.47
CEMENT - MAJOR,58.10,-,KCP,106.75,,107.25,111.70,-,47.72,55.34
BANKS - PRIVATE SECTOR,394.00,-,KARURVYSYA,479.70,,479.95,542.60,-,,22.60
STEEL - MEDIUM & SMALL,34.70,-,KAMDHENU,62.80,,62.45,75.00,-,,19.91
POWER - TRANSMISSION & EQUIPMENT,97.50,11.37,KEC,123.75,,123.95,164.80,16.57,58.81,17.16
CASTINGS & FORGINGS,208.00,-,KALYANIFRG,268.00,,269.90,325.00,-,,35.35
TELECOMMUNICATIONS - EQUIPMENT,12.20,-,KAVVERITEL,12.65,,12.85,25.50,-,67.28,9.70
COMPUTERS - SOFTWARE MEDIUM & SMALL,29.75,-,KERNEX,41.35,,40.90,59.70,-,77.87,18.27
COMPUTERS - SOFTWARE MEDIUM & SMALL,103.15,11.92,KELLTONTEC,115.90,,115.95,246.50,12.63,26.76,18.27
ELECTRIC EQUIPMENT,22.25,-,KECL,65.45,,65.20,71.70,-,-30.52,50.69
MISCELLANEOUS,15.00,-,KARMAENG,21.50,,21.50,28.90,-,25.37,12.82
MISCELLANEOUS,1.10,0.82,KGL,1.52,,1.50,2.70,1.06,18.66,23.62
DIVERSIFIED,72.00,-,KESORAMIND,197.70,,198.00,,-,,16.44
FINANCE - GENERAL,15.00,-,KHANDSE,18.00,,18.00,20.45,-,,30.29
DOMESTIC APPLIANCES,30.10,-,KHAITANELE,34.25,,34.25,57.00,-,,49.94
FINANCE - GENERAL,30.85,3.18,KEYCORPSER,31.70,,32.00,45.95,-,96.61,30.29
PHARMACEUTICALS,30.65,0.72,KILITCH,49.15,,48.80,61.20,-,82.14,29.05
DYES & PIGMENTS,71.40,3.20,KIRIINDUS,344.70,,344.40,405.00,3.51,224.06,26.09
PUMPS,112.50,-,KIRLOSBROS,167.60,,168.15,220.35,-,121.67,38.95
FINANCE - INVESTMENTS,1015.00,-,KICL,1285.00,,1280.90,1942.70,-,,30.29
ENGINES,200.00,-,KIRLOSENG,355.00,,357.05,,-,,30.15
TEXTILES - READYMADE APPARELS,340.00,-,KITEX,443.00,,443.20,864.00,-,,36.43
CONSTRUCTION & CONTRACTING - CIVIL,410.00,-,KNRCON,747.25,,748.35,788.45,-,247.82,26.47
FOOD PROCESSING,35.40,-,KOHINOOR,55.50,,55.45,84.60,-,97.40,16.60
DIVERSIFIED,65.00,-,KOKUYOCMLN,81.45,,81.45,120.95,-,21.81,16.44
BANKS - PRIVATE SECTOR,585.75,33.40,KOTAKBANK,791.65,,791.70,825.40,36.28,181.58,22.60
PHARMACEUTICALS,40.30,12.24,KOPRAN,57.55,,57.40,83.00,20.41,23.15,29.05
CONSTRUCTION & CONTRACTING - REAL ESTATE,95.50,8.27,KOLTEPATIL,126.00,,126.25,186.40,9.19,115.79,26.47
FINANCE - INVESTMENTS,694.10,-,KOTAKNIFTY,,,885.81,919.10,-,,-
COMPUTERS - SOFTWARE MEDIUM & SMALL,106.60,7.12,KPIT,130.20,,130.40,196.85,8.80,70.01,18.27
FOOD PROCESSING,151.80,15.88,KRBL,261.45,,259.50,305.90,18.24,68.98,16.60
TEXTILES - READYMADE APPARELS,617.00,12.01,KPRMILL,1194.00,,1201.35,1271.55,20.22,290.37,36.43
FINANCE - INVESTMENTS,193.05,-,KOTAKPSUBK,330.00,,331.61,350.00,-,,-
FINANCE - INVESTMENTS,136.00,-,KOTAKBKETF,,,200.27,208.80,-,,-
FINANCE - INVESTMENTS,224.05,-,KOTAKGOLD,279.01,,282.20,295.75,-,,-
TRADING,14.55,-,KOTHARIPET,,,22.70,30.80,-,,28.61
MISCELLANEOUS,60.30,8.69,KRIDHANINF,69.20,,68.55,125.50,19.49,23.89,48.24
SUGAR,5.55,-,KOTARISUG,,,14.40,22.30,-,15.88,25.72
MEDIA & ENTERTAINMENT,,6.33,KSERASERA,0.19,,0.20,0.40,-,2.82,41.34
MISCELLANEOUS,300.00,13.17,KSCL,381.50,,382.95,543.60,15.25,131.30,43.44
FOOD PROCESSING,77.00,-,KWALITY,143.30,,143.30,153.80,-,36.40,60.29
BANKS - PRIVATE SECTOR,84.80,-,KTKBANK,152.40,,152.60,162.25,-,,22.60
STEEL - ROLLING,120.50,-,KSL,337.35,,338.10,413.00,-,,11.83
FASTENERS,28.65,-,LAKPRE,37.15,,38.00,64.00,-,60.79,21.50
FINANCE - INVESTMENTS,48.25,17.22,L&TFH,93.70,,93.75,99.20,18.85,40.35,30.29
PUMPS,503.00,-,KSBPUMPS,613.00,,610.10,774.00,-,173.19,38.95
BANKS - PRIVATE SECTOR,75.05,-,LAKSHVILAS,157.30,,156.95,165.80,-,,22.60
FOOD PROCESSING,10.50,-,LAKSHMIEFL,54.05,,53.95,59.80,-,47.38,16.60
POWER - GENERATION & DISTRIBUTION,26.05,14.58,KSK,27.70,,27.95,55.30,-,61.83,12.82
MISCELLANEOUS,161.03,,KTIL,250.90,,252.75,344.66,,,
TEXTILES - MACHINERY,2934.50,-,LAXMIMACH,4442.20,,4425.45,,-,1292.05,25.50
TEXTILES - SPINNING - COTTON BLENDED,91.25,-,LAMBODHARA,98.00,,96.50,489.90,-,,12.93
COMPUTERS - SOFTWARE MEDIUM & SMALL,0.15,-,LCCINFOTEC,,,0.35,0.55,-,4.66,18.27
CASTINGS & FORGINGS,4.60,-,LGBFORGE,6.47,,6.45,9.40,-,,35.35
FINANCE - GENERAL,32.50,-,LFIC,,,48.10,54.75,-,,30.29
ENGINEERING,392.20,11.51,LGBBROSLTD,631.45,,627.75,,-,263.63,25.42
FINANCE - HOUSING,388.65,-,LICHSGFIN,597.90,,597.75,,-,182.59,28.33
MISCELLANEOUS,152.55,-,LINCPEN,269.20,,272.15,303.20,-,,23.62
INFRASTRUCTURE - GENERAL,3.85,2.74,LITL,4.22,,4.20,7.80,-,-2.62,48.24
MACHINE TOOLS,60.00,-,LOKESHMACH,76.00,,76.25,98.50,-,,24.53
FINANCE - INVESTMENTS,950.90,-,LIQUIDBEES,1000.00,,999.99,1018.00,-,,-
FINANCE - GENERAL,62.96,,LICNETFN50,,,88.35,94.10,,,
INFRASTRUCTURE - GENERAL,1016.05,17.21,LT,1448.90,,1449.15,1615.00,26.52,471.68,16.44
COMPUTERS - SOFTWARE,613.00,-,LTI,618.35,,618.25,715.00,-,,18.27
CONSUMER GOODS - WHITE GOODS,175.10,-,LLOYDELENG,285.10,,285.25,328.90,-,189.73,45.29
STEEL - MEDIUM & SMALL,1.00,-,LSIL,1.54,,1.55,2.60,-,,8.27
TEXTILES - READYMADE APPARELS,208.05,-,LOVABLE,263.45,,262.95,293.35,-,,36.43
AUTO ANCILLARIES,352.60,-,LUMAXIND,833.30,,837.60,859.90,-,,29.13
AUTO - 2 & 3 WHEELERS,6.35,-,LML,8.46,,8.50,11.25,-,,23.71
CHEMICALS,238.20,-,LINDEINDIA,367.20,,368.05,407.90,-,,32.16
AUTO ANCILLARIES,240.00,11.18,LUMAXTECH,458.00,,460.40,481.40,17.84,207.26,25.42
PHARMACEUTICALS,1280.00,22.17,LUPIN,1489.75,,1488.45,2129.00,26.17,243.48,29.05
HOSPITALS & MEDICAL SERVICES,12.75,-,LOTUSEYE,22.80,,22.80,27.20,-,,57.68
CONSTRUCTION & CONTRACTING - REAL ESTATE,2.60,-,LPDC,3.63,,3.75,5.65,-,,26.47
PHARMACEUTICALS,59.20,22.01,LYKALABS,67.35,,67.10,142.90,-,16.56,29.05
TEXTILES - PROCESSING,536.20,-,LUXIND,640.00,,644.95,829.60,-,,36.43
FINANCE - INVESTMENTS,,-,M100,17.30,,,,-,,-
FINANCE - LEASING & HIRE PURCHASE,173.10,26.50,M&MFIN,381.30,,381.00,,28.08,113.76,30.29
AUTO - CARS & JEEPS,1091.25,-,M&M,1415.35,,1415.35,1508.95,-,460.80,33.76
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,52.55,6.94,LYPSAGEMS,56.70,,56.80,154.50,7.13,33.74,25.22
CERAMICS & GRANITE,36.00,-,MADHAV,54.00,,54.05,85.90,-,,18.00
CONSTRUCTION & CONTRACTING - CIVIL,39.50,-,MADHUCON,48.30,,48.35,86.35,-,-17.39,26.47
FINANCE - INVESTMENTS,64.75,-,M50,82.55,,83.00,86.50,-,,-
FINANCE - LEASING & HIRE PURCHASE,63.30,9.93,MAGMA,105.85,,105.75,116.10,11.77,90.80,30.29
CASTINGS & FORGINGS,156.30,-,MAHINDCIE,204.90,,204.40,279.85,-,62.15,35.35
BANKS - PUBLIC SECTOR,26.05,-,MAHABANK,31.20,,31.20,37.40,-,64.74,16.46
STEEL - CR & HR STRIPS,128.00,-,MAHASTEEL,203.55,,202.30,504.20,-,58.82,20.82
COMPUTERS - SOFTWARE MEDIUM & SMALL,300.05,45.58,MAJESCO,484.05,,486.10,789.00,164.64,118.73,18.27
MINING & MINERALS,76.40,-,MAITHANALL,270.90,,270.00,434.90,-,135.02,30.81
PAPER,2.30,-,MAGNUM,2.83,,2.90,4.25,-,,16.87
PAPER,,-,MALUPAPER,20.65,,25.25,,-,,16.87
ENGINEERING,2.75,-,MANAKCOAT,9.00,,8.95,10.40,-,12.47,9.68
AUTO - 2 & 3 WHEELERS,942.00,-,MAHSCOOTER,1494.00,,1493.70,1694.95,-,,23.71
STEEL - TUBES & PIPES,130.55,-,MAHSEAMLES,214.60,,216.75,249.00,-,328.99,37.46
TEXTILES - SPINNING - COTTON BLENDED,4.95,-,MALWACOTT,5.74,,5.80,9.35,-,,12.93
STEEL - LARGE,5.10,-,MANAKSTEEL,9.50,,8.95,14.40,-,,8.27
FINANCE - LEASING & HIRE PURCHASE,22.15,15.47,MANAPPURAM,93.75,,93.75,101.15,17.36,32.77,30.29
PETROCHEMICALS,20.00,-,MANALIPETC,41.45,,41.30,,-,,23.47
TEXTILES - GENERAL,30.05,-,MANDHANA,31.95,,31.55,344.95,-,,43.33
MISCELLANEOUS,9.60,-,MANGTIMBER,33.05,,33.45,39.35,-,,31.71
FERTILISERS,36.40,-,MANGCHEFER,46.00,,45.70,58.45,-,,14.09
CEMENT - MAJOR,147.50,-,MANGLMCEM,354.50,,353.95,376.00,-,,55.34
FOOD PROCESSING,370.00,-,MANPASAND,773.05,,771.90,,-,,42.57
CONSTRUCTION & CONTRACTING - CIVIL,28.85,41.15,MANINFRA,48.15,,48.25,52.85,57.32,24.44,26.47
STEEL - TUBES & PIPES,45.05,5.83,MANINDS,49.80,,49.45,113.90,-,99.44,11.75
PHARMACEUTICALS,129.85,-,MANGALAM,164.30,,164.70,442.40,-,,29.05
COMPUTERS - SOFTWARE,104.50,11.03,MASTEK,137.35,,137.45,211.55,24.75,137.44,18.27
AUTO - CARS & JEEPS,3193.25,-,MARUTI,5679.95,,5680.00,5720.00,-,918.59,33.76
ENGINEERING,30.05,-,MANUGRAPH,46.75,,46.50,73.00,-,65.94,24.53
PHARMACEUTICALS,33.50,30.70,MARKSANS,57.10,,57.10,113.90,48.80,10.79,29.05
PERSONAL CARE,189.30,42.73,MARICO,282.90,,283.00,306.90,48.52,16.25,52.07
MISCELLANEOUS,2.00,-,MAXINDIA,139.65,,139.80,180.00,-,,20.73
CONSTRUCTION & CONTRACTING - CIVIL,414.90,16.10,MAHLIFE,440.85,,442.00,516.00,19.43,380.98,26.47
SUGAR,7.05,-,MAWANASUG,57.90,,58.00,71.80,-,-98.84,16.44
TEXTILES - SPINNING - COTTON BLENDED,21.00,-,MARALOVER,29.50,,29.65,40.40,-,,12.93
CONSTRUCTION & CONTRACTING - CIVIL,62.10,3.79,MBLINFRA,113.75,,113.45,252.95,5.17,158.36,26.47
ENGINEERING,56.00,-,MBECL,58.10,,58.55,113.40,-,3.63,24.53
PLASTICS,383.90,-,MAYURUNIQ,430.55,,429.00,480.00,-,,37.15
PACKAGING,10.00,-,MAXVIL,51.10,,51.10,87.05,-,,20.73
MISCELLANEOUS,2.65,2.71,MANAKINDST,16.00,,14.70,22.70,4.37,92.18,20.73
BREWERIES & DISTILLERIES,2118.00,-,MCDOWELL-N,2545.20,,2548.05,3644.25,-,123.03,42.57
FINANCE - INVESTMENTS,21.50,-,MCDHOLDING,39.90,,39.90,42.90,-,,30.29
TEXTILES - READYMADE APPARELS,29.05,-,MAXWELL,63.10,,63.20,74.40,-,,36.43
MISCELLANEOUS,725.00,-,MCX,1330.30,,1326.25,1420.00,-,273.54,65.18
COMPUTERS - SOFTWARE MEDIUM & SMALL,4.40,6.58,MEGASOFT,14.35,,14.40,18.25,21.42,28.88,18.27
PLANTATIONS - TEA & COFFEE,129.05,-,MCLEODRUSS,172.00,,170.90,219.70,-,140.61,21.07
PESTICIDES & AGRO CHEMICALS,18.25,7.40,MEGH,47.50,,47.55,49.70,13.97,25.25,40.05
COMPUTERS - SOFTWARE MEDIUM & SMALL,3.45,-,MELSTAR,4.25,,4.50,8.25,-,5.19,18.27
INFRASTRUCTURE - GENERAL,34.20,-,MEP,42.20,,42.35,59.70,-,,48.24
CASTINGS & FORGINGS,40.95,-,METALFORGE,80.65,,80.35,102.90,-,,35.35
BEARINGS,35.75,-,MENONBE,78.15,,78.55,92.00,-,,32.51
PACKAGING,302.80,-,MFSL,557.05,,558.40,628.00,-,73.59,30.29
REFINERIES,421.00,-,MGL,723.70,,722.05,,-,,31.86
SHIPPING,16.00,-,MERCATOR,46.60,,46.65,54.60,-,34.77,16.44
PHARMACEUTICALS,620.00,-,MERCK,711.50,,708.25,818.00,-,,29.05
TELECOMMUNICATIONS - EQUIPMENT,12.00,-,MIC,15.30,,15.40,28.65,-,11.66,22.18
COMPUTERS - SOFTWARE,71.00,8.30,MINDTECK,85.90,,85.05,102.95,8.92,74.90,18.27
FINANCE - GENERAL,42.65,-,MICROSEC,49.10,,49.75,100.50,-,68.54,30.29
AUTO ANCILLARIES,98.60,11.63,MINDAIND,318.45,,319.20,329.40,20.27,59.02,60.28
CONSUMER GOODS - ELECTRONIC,8.00,-,MIRCELECTR,13.50,,13.50,22.55,-,6.72,2.87
COMPUTERS - SOFTWARE,463.75,11.52,MINDTREE,495.10,,495.95,1609.00,14.13,142.64,18.27
STEEL - MEDIUM & SMALL,1.70,-,METKORE,2.05,,1.95,4.85,-,,30.81
AUTO ANCILLARIES,71.75,12.03,MINDACORP,107.10,,107.50,143.30,20.02,26.17,25.42
LEATHER PRODUCTS,83.50,-,MIRZAINT,95.60,,95.70,145.00,-,,29.94
TRADING,29.85,-,MMTC,45.25,,45.40,52.30,-,12.13,28.61
CASTINGS & FORGINGS,369.10,-,MMFL,422.70,,425.10,565.00,-,,35.35
MINING & MINERALS,179.50,-,MOIL,260.55,,261.25,284.00,-,,12.32
HOTELS,302.95,-,MHRIL,463.40,,464.50,514.00,-,75.55,48.66
TEXTILES - PROCESSING,36.50,-,MOHITIND,43.15,,42.80,88.40,-,,13.29
STEEL - SPONGE IRON,19.25,-,MONNETISPA,23.60,,23.65,41.50,-,22.76,21.13
PLASTICS,104.20,-,MOLDTKPAC,196.15,,197.15,216.80,-,46.47,37.15
PACKAGING,44.45,16.32,MOLDTECH,48.80,,48.55,62.00,22.18,11.02,20.73
TEXTILES - READYMADE APPARELS,337.05,-,MONTECARLO,460.00,,459.75,572.00,-,,36.43
PESTICIDES & AGRO CHEMICALS,1515.65,-,MONSANTO,2394.95,,2392.40,2746.70,-,,40.05
PHARMACEUTICALS,13.90,-,MOREPENLAB,23.85,,23.90,41.75,-,4.02,29.05
COMPUTERS - HARDWARE,7.25,-,MOSERBAER,7.93,,7.90,14.55,-,-206.12,21.37
COMPUTERS - SOFTWARE,398.15,14.38,MPHASIS,545.45,,545.15,624.00,15.86,292.54,18.27
PRINTING & STATIONERY,605.05,-,MPSLTD,685.00,,659.80,910.00,-,,19.41
TYRES,30101.00,-,MRF,51145.85,,51226.85,,-,16164.89,11.67
FINANCE - LEASING & HIRE PURCHASE,33.25,-,MOTOGENFIN,42.70,,44.10,50.55,-,,30.29
COMPUTERS - HARDWARE,19.10,-,MRO-TEK,74.30,,74.50,88.40,-,,9.70
FINANCE - GENERAL,255.00,28.63,MOTILALOFS,508.45,,505.50,535.00,33.19,100.13,30.29
STEEL - MEDIUM & SMALL,27.40,,MUKANDLTD,67.00,,66.40,70.20,,,
COMPUTERS - SOFTWARE - TRAINING,121.00,12.24,MTEDUCARE,149.80,,149.70,200.00,18.00,37.31,28.99
CONSTRUCTION & CONTRACTING - CIVIL,21.65,-,MUKANDENGG,31.00,,30.55,40.75,-,,32.96
AUTO ANCILLARIES,150.00,-,MUNJALSHOW,208.75,,206.95,221.25,-,,18.71
TELECOMMUNICATIONS - SERVICE,15.30,-,MTNL,19.85,,19.90,24.45,-,-0.07,16.91
MEDIA & ENTERTAINMENT,31.15,-,MUKTAARTS,119.45,,120.25,,-,17.76,41.34
CERAMICS & GRANITE,17.95,-,MURUDCERA,38.40,,38.45,40.80,-,,39.35
AUTO ANCILLARIES,61.80,-,MUNJALAU,101.00,,101.35,113.80,-,,25.42
STEEL - SPONGE IRON,7.70,-,MSPL,10.25,,10.00,14.95,-,58.57,21.13
FINANCE - INVESTMENTS,161.20,-,MUTHOOTFIN,349.40,,349.55,406.80,-,,30.29
REFINERIES,50.70,-,MRPL,89.25,,89.40,92.65,-,,12.77
FERTILISERS,8.65,-,NAGAFERT,12.07,,12.10,19.35,-,26.61,14.09
BANKS - PUBLIC SECTOR,349.00,-,MYSOREBANK,550.00,,548.00,747.00,-,,16.46
FINANCE - INVESTMENTS,123.60,-,MUTHOOTCAP,185.00,,181.40,245.00,-,,30.29
CONSTRUCTION & CONTRACTING - REAL ESTATE,0.25,-,MVL,0.38,,0.40,0.55,-,2.76,26.47
TEXTILES - COMPOSITE MILLS,41.15,-,NAHARINDUS,114.05,,114.20,131.30,-,,18.00
TEXTILES - SPINNING - COTTON BLENDED,21.40,-,NAGREEKEXP,36.20,,36.10,44.10,-,,12.93
TEXTILES - HOSIERY & KNITWEAR,79.10,-,NAHARSPING,128.55,,128.70,140.95,-,,19.25
PHARMACEUTICALS,390.00,46.72,NATCOPHARM,605.00,,607.40,702.65,60.32,74.54,29.05
FINANCE - INVESTMENTS,10.00,-,NAGREEKCAP,13.25,,12.70,15.90,-,,30.29
REFINERIES,3.55,-,NAGAROIL,4.92,,4.90,9.15,-,,15.46
ALUMINIUM,29.30,-,NATIONALUM,47.45,,47.25,51.35,-,,30.37
TEXTILES - PROCESSING,0.15,-,NAKODA,0.30,,0.30,0.55,-,-3.56,13.29
STEEL - GP & GC SHEETS,10.20,-,NATNLSTEEL,23.20,,23.55,25.80,-,,13.99
MISCELLANEOUS,688.10,-,NAUKRI,891.20,,892.20,909.00,-,95.87,23.62
PHARMACEUTICALS,59.00,-,NATHBIOGEN,116.05,,117.80,138.90,-,,43.44
PRINTING & STATIONERY,77.00,-,NAVNETEDUL,101.55,,101.80,109.40,-,24.49,19.41
INFRASTRUCTURE - GENERAL,162.45,-,NBCC,276.85,,277.95,,-,,26.47
CHEMICALS,1248.00,-,NAVINFLUOR,2339.00,,2336.90,2523.40,-,658.44,41.92
CONSTRUCTION & CONTRACTING - CIVIL,55.90,11.32,NCC,84.25,,84.20,90.50,42.34,63.19,26.47
MEDIA & ENTERTAINMENT,62.20,-,NDTV,87.35,,86.50,124.00,-,12.71,41.34
PHARMACEUTICALS,32.00,-,NECLIFE,36.85,,36.90,60.90,-,45.04,29.05
CEMENT - MINI,80.00,-,NCLIND,139.50,,139.80,184.50,-,,55.34
TEXTILES - DENIM,97.00,-,NDL,136.50,,136.05,165.90,-,,24.83
PHARMACEUTICALS,491.00,-,NEULANDLAB,1003.00,,1000.60,1080.00,-,209.07,29.05
FOOD PROCESSING,4981.00,-,NESTLEIND,6650.05,,6680.95,7369.00,-,,60.29
FINANCE - GENERAL,38.30,773.33,NETWORK18,46.40,,46.15,64.00,-,15.22,30.29
MISCELLANEOUS,30.55,-,NECCLTD,40.40,,40.25,60.80,-,,30.37
CASTINGS & FORGINGS,50.65,-,NELCAST,61.00,,61.10,76.60,-,35.07,20.47
HOSPITALS & MEDICAL SERVICES,250.00,-,NH,339.65,,337.75,374.00,-,,57.68
FINANCE - INVESTMENTS,68.00,-,NIF100IWIN,94.00,,94.14,112.00,-,,-
TELECOMMUNICATIONS - EQUIPMENT,63.85,10.31,NELCO,86.30,,86.40,128.40,39.41,4.24,9.70
COMPUTERS - SOFTWARE,386.75,8.49,NIITTECH,425.15,,426.00,631.00,-,259.30,18.27
COMPUTERS - SOFTWARE - TRAINING,67.40,-,NIITLTD,97.15,,97.30,107.95,-,48.61,107.20
PLASTICS,885.00,-,NILKAMAL,1348.00,,1348.35,1631.95,-,419.65,37.15
CABLES - POWER & OTHERS,0.25,-,NICCO,0.50,,0.30,0.95,-,-3.36,19.55
BEARINGS,31.20,-,NIBL,43.70,,44.85,79.45,-,,32.51
CERAMICS & GRANITE,28.05,-,NITCO,82.90,,83.10,90.15,-,-17.92,39.35
CONSTRUCTION & CONTRACTING - HOUSING,9.00,-,NILAINFRA,14.07,,14.00,19.80,-,4.20,26.47
DRY CELLS,725.50,-,NIPPOBATRY,1020.50,,1023.95,1301.00,-,,29.45
FINANCE - INVESTMENTS,,-,NIFTYEES,,,9035.00,,-,,-
MISCELLANEOUS,68.50,-,NIFTYIWIN,88.40,,88.92,94.99,-,,-
TEXTILES - SPINNING - COTTON BLENDED,48.00,-,NITINSPIN,71.40,,71.30,86.50,-,,12.93
MISCELLANEOUS,22.90,6.38,NITINFIRE,26.35,,26.35,51.70,-,20.18,137.58
CONSTRUCTION & CONTRACTING - REAL ESTATE,11.00,-,NITESHEST,13.20,,13.35,17.75,-,16.24,26.47
EDIBLE OILS & SOLVENT EXTRACTION,28.00,-,NKIND,34.00,,34.00,47.00,-,,16.77
MINING & MINERALS,75.15,-,NMDC,110.75,,110.85,116.70,-,,12.32
PETROCHEMICALS,37.50,-,NOCIL,79.30,,79.15,,-,29.23,23.47
BEARINGS,103.75,-,NRBBEARING,137.00,,135.40,161.95,-,28.80,32.51
CONSTRUCTION & CONTRACTING - CIVIL,21.50,-,NOIDATOLL,21.95,,21.85,27.95,-,27.85,26.47
POWER - GENERATION & DISTRIBUTION,116.90,-,NTPC,151.80,,152.25,168.80,-,107.93,12.82
FINANCE - GENERAL,551.00,-,NSIL,736.05,,747.25,859.70,-,660.31,30.29
CONSTRUCTION & CONTRACTING - REAL ESTATE,212.00,20.47,OBEROIRLTY,304.15,,305.15,322.95,22.68,156.30,26.47
CHEMICALS,374.90,-,OCCL,705.00,,693.70,763.90,-,274.43,21.19
COMPUTERS - SOFTWARE MEDIUM & SMALL,144.55,11.96,NUCLEUS,180.00,,180.70,290.90,15.97,141.09,18.27
TELECOMMUNICATIONS - SERVICE,0.45,-,NUTEK,0.70,,0.70,1.00,-,39.34,48.24
